MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,Age,RemodAge,DateSold,TotalBath
ExpensiveZone,114.0,10357,Irregular,CheapConfig,MiddleNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,7,1990,ExpensiveRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,172,910,Others,Y,SBrkr,0,1442,0,Gd,1,ExpensiveGarage,Fin,2,Y,0,244,CheapType,Others,179900,17,16,2007-05-01,3
ExpensiveZone,168.0,23257,Irregular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2006,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Ex,No,Other,868,868,Ex,Y,SBrkr,1134,2021,1,Gd,1,ExpensiveGarage,RFn,2,Y,0,100,ExpensiveType,Partial,274725,0,0,2006-09-01,2
ExpensiveZone,69.0,8063,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2000,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,Other,924,924,Ex,Y,SBrkr,742,1690,1,TA,1,ExpensiveGarage,RFn,2,Y,100,48,CheapType,Others,181000,7,7,2007-11-01,2
ExpensiveZone,107.0,11362,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2004,CheapRoofStyle,CheapExterior,Stone,42.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,797,1836,Ex,Y,SBrkr,0,1836,0,Gd,1,ExpensiveGarage,Fin,3,Y,125,185,CheapType,Others,280000,5,4,2009-03-01,3
ExpensiveZone,69.0,8000,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1995,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,554,773,Others,Y,SBrkr,885,1658,1,TA,1,ExpensiveGarage,Fin,2,Y,224,84,CheapType,Others,188000,13,12,2008-06-01,3
ExpensiveZone,80.0,10480,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1976,ExpensiveRoofStyle,MiddleExterior,BrkFace,660.0,TA,CheapFoundation,TA,No,Other,400,803,Others,Y,SBrkr,866,1964,1,TA,1,ExpensiveGarage,RFn,2,Y,0,69,CheapType,Others,205000,32,32,2008-09-01,2
ExpensiveZone,73.0,7100,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1957,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,GLQ,108,816,Others,Y,Other,0,816,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,129900,49,49,2006-07-01,2
ExpensiveZone,66.0,8923,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1953,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,365,1008,Others,Y,SBrkr,0,1008,0,Gd,0,ExpensiveGarage,Unf,1,Y,0,18,CheapType,Others,134500,54,1,2007-05-01,2
ExpensiveZone,90.0,5400,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1954,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,418,833,Ex,Y,SBrkr,0,833,0,Gd,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,117000,52,6,2006-08-01,1
ExpensiveZone,93.0,12085,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2007,ExpensiveRoofStyle,ExpensiveExterior,Stone,328.0,Gd,ExpensiveFoundation,Ex,No,GLQ,730,1734,Ex,Y,SBrkr,0,1734,0,Ex,1,ExpensiveGarage,RFn,3,Y,0,0,ExpensiveType,Partial,318000,0,0,2007-11-01,3
ExpensiveZone,69.0,7750,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2002,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,55,408,Ex,Y,SBrkr,640,1419,1,Gd,1,ExpensiveGarage,Fin,2,Y,120,0,CheapType,Others,184100,7,7,2009-03-01,3
ExpensiveZone,57.0,9764,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1967,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,192,894,Ex,Y,SBrkr,0,894,0,Gd,0,ExpensiveGarage,RFn,2,Y,0,0,CheapType,Others,130000,41,5,2008-05-01,2
ExpensiveZone,85.0,13825,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1958,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,533,533,Others,Y,SBrkr,580,1601,0,TA,0,ExpensiveGarage,RFn,1,Y,280,34,CheapType,Others,140000,50,21,2008-12-01,1
ExpensiveZone,70.0,7560,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1959,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,671,1040,Others,Y,Other,0,1040,0,TA,0,ExpensiveGarage,RFn,1,Y,140,0,CheapType,Others,133700,47,47,2006-07-01,1
MiddleZone,59.0,8263,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1920,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1012,1012,Others,Y,Other,0,1012,0,TA,1,CheapGarage,Unf,1,Y,0,22,CheapType,Others,118400,87,57,2007-05-01,1
ExpensiveZone,84.0,10084,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2005,CheapRoofStyle,ExpensiveExterior,BrkFace,196.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,1528,1552,Ex,Y,SBrkr,0,1552,0,Gd,0,ExpensiveGarage,RFn,3,Y,144,20,ExpensiveType,Partial,212900,1,0,2006-07-01,2
ExpensiveZone,69.0,8926,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1956,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,672,672,Ex,Y,Other,0,960,0,TA,0,CheapGarage,Unf,1,Y,64,0,CheapType,Others,112000,53,53,2009-10-01,1
ExpensiveZone,50.0,9405,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1947,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,698,698,Ex,Y,SBrkr,0,698,0,TA,0,CheapGarage,NoGarage,0,Y,0,200,CheapType,Others,118000,62,1,2009-06-01,1
ExpensiveZone,69.0,9125,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1992,CheapRoofStyle,MiddleExterior,BrkFace,170.0,TA,ExpensiveFoundation,Gd,No,Other,384,384,Others,Y,SBrkr,670,1482,1,Gd,1,ExpensiveGarage,Fin,2,Y,100,25,CheapType,Others,163900,15,15,2007-07-01,2
ExpensiveZone,60.0,10434,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1955,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1005,1005,Others,Y,SBrkr,0,1005,0,Fa,1,CheapGarage,Unf,2,Y,0,0,CheapType,Others,115000,54,54,2009-11-01,1
ExpensiveZone,53.0,3684,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2007,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,130.0,Gd,ExpensiveFoundation,Gd,No,Other,1373,1373,Ex,Y,SBrkr,0,1555,0,Gd,1,ExpensiveGarage,Fin,3,Y,143,20,CheapType,Others,174000,2,2,2009-06-01,2
ExpensiveZone,182.0,14572,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2004,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,230,1530,Ex,Y,SBrkr,0,1530,0,Gd,1,ExpensiveGarage,Fin,3,Y,144,36,CheapType,Others,259000,3,3,2007-11-01,3
ExpensiveZone,59.0,11796,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2004,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,Other,847,847,Ex,Y,SBrkr,1112,1959,1,Gd,1,ExpensiveGarage,Fin,2,Y,100,48,CheapType,Others,215000,3,2,2007-07-01,2
MiddleZone,60.0,7200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,CheapStyle,5,1980,CheapRoofStyle,CheapExterior,BrkFace,180.0,TA,CheapFoundation,Gd,Yes,GLQ,0,936,Others,Y,SBrkr,0,936,0,TA,0,CheapGarage,Unf,2,Y,49,0,CheapType,Others,140000,27,27,2007-08-01,2
ExpensiveZone,65.0,7804,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1928,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,500,1122,Others,Y,SBrkr,653,1981,0,Gd,2,CheapGarage,Unf,2,Y,431,44,CheapType,Others,135000,81,59,2009-12-01,3
ExpensiveZone,63.0,10712,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1991,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,Other,762,974,Others,Y,SBrkr,0,974,0,TA,0,CheapGarage,NoGarage,0,Y,0,28,CheapType,Others,93500,16,15,2007-09-01,1
MiddleZone,90.0,9900,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1880,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,1008,1008,Others,Y,SBrkr,1032,2210,0,Fa,0,CheapGarage,Unf,1,Other,0,48,CheapType,Others,117500,127,57,2007-05-01,2
ExpensiveZone,80.0,9828,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1995,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,544,1128,Ex,Y,SBrkr,878,2020,1,Gd,1,ExpensiveGarage,RFn,2,Y,0,155,CheapType,Others,239500,14,14,2009-06-01,2
ExpensiveZone,57.0,8773,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1997,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,Other,916,916,Others,Y,SBrkr,684,1600,1,TA,1,ExpensiveGarage,Fin,2,Y,100,38,CheapType,Others,169000,10,10,2007-08-01,2
MiddleZone,60.0,6180,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1926,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,960,960,Others,N,SBrkr,0,986,0,TA,1,CheapGarage,Unf,1,Y,0,128,CheapType,Others,102000,81,57,2007-05-01,1
ExpensiveZone,80.0,9600,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1950,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,752,1032,Others,Y,Other,220,1252,0,TA,0,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,119000,58,58,2008-04-01,1
ExpensiveZone,54.0,6342,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,5,1875,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,780,780,Others,N,SBrkr,240,1020,0,TA,0,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,94000,135,14,2010-05-01,1
ExpensiveZone,69.0,9819,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,TA,Yes,Other,0,1567,Others,Y,SBrkr,0,1567,0,Gd,2,ExpensiveGarage,RFn,2,Y,264,32,CheapType,Others,196000,32,32,2009-05-01,3
ExpensiveZone,98.0,8731,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1920,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,270,915,Others,Y,SBrkr,0,1167,0,TA,1,CheapGarage,Unf,2,Y,0,0,CheapType,Others,144000,87,57,2007-05-01,1
ExpensiveZone,60.0,7350,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1951,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,100,952,Others,Y,SBrkr,0,952,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,139000,57,57,2008-06-01,2
ExpensiveZone,69.0,10304,Irregular,ExpensiveConfig,MiddleNeighborhood,ExpensiveCondition,ExpensiveType,ExpensiveStyle,5,1976,CheapRoofStyle,MiddleExterior,BrkFace,44.0,TA,CheapFoundation,TA,No,Other,399,780,Ex,Y,SBrkr,780,1868,1,Gd,1,ExpensiveGarage,Unf,2,Y,448,96,CheapType,Others,197500,33,33,2009-10-01,3
ExpensiveZone,77.0,9965,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2006,ExpensiveRoofStyle,ExpensiveExterior,Stone,340.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,316,1466,Ex,Y,SBrkr,1362,2828,0,Gd,1,ExpensiveGarage,RFn,3,Y,125,144,ExpensiveType,Partial,424870,1,0,2007-04-01,4
ExpensiveZone,69.0,9000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1959,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,GLQ,718,1006,Others,Y,SBrkr,0,1006,0,TA,0,CheapGarage,NoGarage,0,Y,0,24,CheapType,Others,80000,49,49,2008-07-01,1
ExpensiveZone,60.0,12180,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,CheapStyle,4,1941,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,324,672,Others,N,Other,252,924,0,Fa,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,80000,69,60,2010-07-01,2
MiddleZone,52.0,6240,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1928,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1042,1042,Ex,Y,SBrkr,534,1576,0,TA,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,149000,78,56,2006-08-01,1
ExpensiveZone,69.0,11200,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1985,CheapRoofStyle,MiddleExterior,BrkFace,85.0,Gd,CheapFoundation,Gd,No,GLQ,40,1298,Others,Y,SBrkr,0,1298,0,Gd,1,ExpensiveGarage,Unf,2,Y,165,26,CheapType,Others,180000,21,21,2006-05-01,3
ExpensiveZone,75.0,12000,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1941,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,429,704,Ex,Y,SBrkr,704,1564,1,Fa,1,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,174500,68,59,2009-07-01,1
MiddleZone,69.0,5700,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,7,1926,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,572,572,Others,Y,SBrkr,539,1111,0,TA,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,116900,82,58,2008-08-01,1
MiddleZone,50.0,9000,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,ExpensiveStyle,7,1920,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,26,650,Ex,Y,SBrkr,650,1482,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,143000,89,21,2009-07-01,1
ExpensiveZone,57.0,8280,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1950,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,932,932,Ex,Y,Other,0,932,0,Gd,1,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,124000,57,57,2007-11-01,1
ExpensiveZone,134.0,17755,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1959,CheapRoofStyle,MiddleExterior,BrkFace,132.0,TA,CheapFoundation,TA,No,Other,1290,1466,Others,Y,SBrkr,0,1466,1,Fa,2,ExpensiveGarage,Fin,2,Y,0,140,CheapType,Others,149900,47,47,2006-11-01,1
ExpensiveZone,90.0,14115,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1956,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,230,1073,Ex,Y,SBrkr,0,1811,0,Ex,1,ExpensiveGarage,Fin,2,Y,0,0,CheapType,Others,230000,50,2,2006-07-01,1
MiddleZone,69.0,5890,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1930,CheapRoofStyle,CheapExterior,None,0.0,Gd,CheapFoundation,TA,Yes,Other,278,816,Ex,Y,SBrkr,0,816,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,120500,78,1,2008-06-01,1
ExpensiveZone,69.0,13700,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1965,CheapRoofStyle,ExpensiveExterior,Stone,288.0,TA,CheapFoundation,TA,Yes,Other,410,864,Others,Y,SBrkr,918,1820,2,Gd,2,ExpensiveGarage,Unf,2,Y,60,84,CheapType,Others,201800,43,20,2008-05-01,1
ExpensiveZone,90.0,10768,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1976,CheapRoofStyle,MiddleExterior,None,0.0,Gd,CheapFoundation,Gd,Yes,Other,280,1437,Others,Y,SBrkr,0,1437,0,Gd,1,ExpensiveGarage,RFn,2,Y,0,21,CheapType,Others,218000,31,3,2007-07-01,3
ExpensiveZone,85.0,9350,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1965,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,TA,Yes,Other,586,1219,Others,Y,SBrkr,0,1265,0,Gd,1,ExpensiveGarage,RFn,2,Y,0,92,CheapType,Others,179900,43,9,2008-10-01,2
ExpensiveZone,34.0,5001,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,CheapType,MiddleStyle,7,2007,CheapRoofStyle,ExpensiveExterior,Stone,166.0,Gd,ExpensiveFoundation,Gd,No,GLQ,410,1314,Ex,Y,SBrkr,0,1314,0,Gd,1,ExpensiveGarage,RFn,2,Y,172,62,CheapType,Others,230000,2,1,2009-07-01,3
ExpensiveZone,92.0,11932,Regular,CheapConfig,ExpensiveNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,8,2007,CheapRoofStyle,ExpensiveExterior,Stone,186.0,Gd,ExpensiveFoundation,Gd,No,Other,1580,1580,Ex,Y,SBrkr,0,1580,0,Gd,0,ExpensiveGarage,RFn,3,Y,0,24,CheapType,Partial,235128,1,0,2008-06-01,2
ExpensiveZone,76.0,9120,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1974,ExpensiveRoofStyle,MiddleExterior,BrkFace,270.0,Gd,CheapFoundation,TA,No,Other,459,901,Others,Y,SBrkr,933,1876,1,Gd,1,ExpensiveGarage,RFn,2,Y,0,69,CheapType,Others,185000,34,34,2008-07-01,2
ExpensiveZone,24.0,2280,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,6,1978,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,544,855,Others,Y,SBrkr,601,1456,1,TA,1,ExpensiveGarage,Unf,2,Y,26,0,CheapType,Others,146000,32,32,2010-07-01,2
ExpensiveZone,69.0,14778,Irregular,ExpensiveConfig,ExpensiveNeighborhood,ExpensiveCondition,ExpensiveType,MiddleStyle,6,1954,ExpensiveRoofStyle,MiddleExterior,BrkFace,72.0,Gd,CheapFoundation,TA,No,Other,568,1296,Ex,Y,SBrkr,0,1640,0,Gd,1,CheapGarage,Unf,2,Y,108,0,CheapType,Others,224000,54,2,2008-11-01,2
ExpensiveZone,109.0,8724,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1968,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,402,894,Others,Y,SBrkr,0,894,0,TA,1,ExpensiveGarage,Fin,2,Y,0,0,CheapType,Others,129000,39,39,2007-05-01,1
ExpensiveZone,60.0,12900,Regular,CheapConfig,CheapNeighborhood,CheapCondition,CheapType,CheapStyle,4,1969,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,GLQ,0,1198,Others,Y,SBrkr,0,1258,2,TA,0,CheapGarage,Unf,2,Y,120,0,CheapType,Others,108959,39,39,2008-01-01,2
ExpensiveZone,69.0,16157,Irregular,CheapConfig,ExpensiveNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1978,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,Other,289,1360,Ex,Y,SBrkr,0,1432,1,Gd,1,ExpensiveGarage,Unf,2,Y,168,180,CheapType,Others,194000,29,29,2007-06-01,2
ExpensiveZone,79.0,9541,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2009,CheapRoofStyle,ExpensiveExterior,Stone,268.0,Gd,ExpensiveFoundation,Gd,No,Other,1502,1502,Ex,Y,SBrkr,0,1502,0,Gd,0,ExpensiveGarage,RFn,2,Y,0,114,ExpensiveType,Partial,233170,0,0,2009-09-01,2
ExpensiveZone,64.0,10475,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2008,CheapRoofStyle,ExpensiveExterior,Stone,72.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1694,1694,Ex,Y,SBrkr,0,1694,0,Gd,0,ExpensiveGarage,RFn,3,Y,160,33,CheapType,Others,245350,2,2,2010-02-01,2
ExpensiveZone,58.0,10852,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2000,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,173,959,Ex,Y,SBrkr,712,1671,1,TA,1,ExpensiveGarage,Fin,2,Y,0,38,CheapType,Others,173000,6,6,2006-02-01,3
ExpensiveZone,120.0,13728,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1935,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,501,1127,Ex,Y,SBrkr,872,2108,0,Gd,2,CheapGarage,Unf,2,Y,0,0,CheapType,Others,235000,73,22,2008-07-01,2
ExpensiveZone,118.0,35760,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,10,1995,ExpensiveRoofStyle,MiddleExterior,BrkFace,1378.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,543,1930,Ex,Y,SBrkr,1796,3627,1,Gd,1,ExpensiveGarage,Fin,3,Y,361,76,CheapType,Others,625000,11,10,2006-07-01,4
ExpensiveZone,76.0,9880,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,574,1096,Others,Y,SBrkr,0,1118,0,TA,1,ExpensiveGarage,Fin,1,Y,203,0,CheapType,Others,171000,31,31,2008-07-01,2
ExpensiveZone,76.0,9120,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1958,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,599,1261,Ex,Y,SBrkr,0,1261,0,TA,1,ExpensiveGarage,RFn,2,Y,0,0,CheapType,Others,163000,50,50,2008-11-01,2
ExpensiveZone,35.0,4017,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2006,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,625,625,Ex,Y,SBrkr,625,1250,1,Gd,0,CheapGarage,Fin,2,Y,0,54,CheapType,Others,171900,2,1,2008-03-01,2
ExpensiveZone,138.0,18030,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1946,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,977,1598,Others,Y,SBrkr,971,3086,0,Ex,1,CheapGarage,NoGarage,0,Y,122,0,CheapType,Others,200500,61,13,2007-03-01,3
ExpensiveZone,80.0,16560,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1932,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,449,952,Others,Y,SBrkr,1175,2345,1,TA,1,CheapGarage,Unf,2,Y,0,0,CheapType,Others,239000,74,56,2006-07-01,2
ExpensiveZone,85.0,10678,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,8,1992,ExpensiveRoofStyle,MiddleExterior,BrkFace,337.0,Gd,ExpensiveFoundation,Gd,No,GLQ,983,1683,Ex,Y,SBrkr,743,2872,1,Gd,1,ExpensiveGarage,Fin,2,Y,0,33,CheapType,Others,285000,15,7,2007-04-01,2
ExpensiveZone,37.0,6951,Irregular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1984,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,218,876,Others,Y,SBrkr,0,923,0,TA,0,ExpensiveGarage,Unf,1,Y,362,0,CheapType,Others,119500,24,23,2008-10-01,2
